time,ghi,ghi_clear_sky,day,GHI_daily_max_clearsky,GHI_percent_wrt_max
2023-06-01 22:00:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 22:10:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 22:20:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 22:30:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 22:40:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 22:50:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:00:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:10:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:20:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:30:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:40:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-01 23:50:00,0.0,0.0,2023-06-01,935.7725117780128,0.0
2023-06-02 00:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 00:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 00:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 00:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 00:40:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 00:50:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:40:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 01:50:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:40:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 02:50:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:40:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 03:50:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:40:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 04:50:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 05:00:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 05:10:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 05:20:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 05:30:00,0.0,0.0,2023-06-02,936.8155129408908,0.0
2023-06-02 05:40:00,9.0,5.559747368171397e-05,2023-06-02,936.8155129408908,0.9607014268739872
2023-06-02 05:50:00,14.0,3.455863081648749,2023-06-02,936.8155129408908,1.4944244418039805
2023-06-02 06:00:00,20.0,17.824464840575082,2023-06-02,936.8155129408908,2.134892059719972
2023-06-02 06:10:00,25.0,38.75483660230259,2023-06-02,936.8155129408908,2.668615074649965
2023-06-02 06:20:00,32.0,63.06238992598697,2023-06-02,936.8155129408908,3.415827295551954
2023-06-02 06:30:00,77.0,89.31508348254057,2023-06-02,936.8155129408908,8.219334429921892
2023-06-02 06:40:00,122.0,116.80331951147356,2023-06-02,936.8155129408908,13.022841564291827
2023-06-02 06:50:00,149.0,145.12845541752128,2023-06-02,936.8155129408908,15.90494584491379
2023-06-02 07:00:00,180.0,174.03919016210406,2023-06-02,936.8155129408908,19.214028537479745
2023-06-02 07:10:00,209.0,203.3603146803156,2023-06-02,936.8155129408908,22.309622024073704
2023-06-02 07:20:00,239.0,232.95883602534613,2023-06-02,936.8155129408908,25.51196011365366
2023-06-02 07:30:00,268.0,262.7266421493555,2023-06-02,936.8155129408908,28.60755360024762
2023-06-02 07:40:00,299.0,292.5710528116933,2023-06-02,936.8155129408908,31.91663629281358
2023-06-02 07:50:00,328.0,322.40943129591966,2023-06-02,936.8155129408908,35.012229779407534
2023-06-02 08:00:00,359.0,352.165971288383,2023-06-02,936.8155129408908,38.32131247197349
2023-06-02 08:10:00,393.0,381.76972530662545,2023-06-02,936.8155129408908,41.95062897349744
2023-06-02 08:20:00,423.0,411.1533658346009,2023-06-02,936.8155129408908,45.152967063077405
2023-06-02 08:30:00,452.0,440.25239517726794,2023-06-02,936.8155129408908,48.24856054967136
2023-06-02 08:40:00,481.0,469.0046386665899,2023-06-02,936.8155129408908,51.34415403626532
2023-06-02 08:50:00,511.0,497.349919701967,2023-06-02,936.8155129408908,54.54649212584528
2023-06-02 09:00:00,542.0,525.2298661094488,2023-06-02,936.8155129408908,57.855574818411235
2023-06-02 09:10:00,575.0,552.5877798672717,2023-06-02,936.8155129408908,61.37814671694919
2023-06-02 09:20:00,602.0,579.3685824903431,2023-06-02,936.8155129408908,64.26025099757115
2023-06-02 09:30:00,632.0,605.5187901105701,2023-06-02,936.8155129408908,67.4625890871511
2023-06-02 09:40:00,660.0,630.986518006503,2023-06-02,936.8155129408908,70.45143797075907
2023-06-02 09:50:00,690.0,655.7215044288398,2023-06-02,936.8155129408908,73.65377606033903
2023-06-02 10:00:00,720.0,679.6751479079394,2023-06-02,936.8155129408908,76.85611414991898
2023-06-02 10:10:00,746.0,702.8005538467271,2023-06-02,936.8155129408908,79.63147382755494
2023-06-02 10:20:00,774.0,725.052585857876,2023-06-02,936.8155129408908,82.62032271116291
2023-06-02 10:30:00,795.0,746.3879283866485,2023-06-02,936.8155129408908,84.86195937386887
2023-06-02 10:40:00,817.0,766.7651366422799,2023-06-02,936.8155129408908,87.21034063956084
2023-06-02 10:50:00,850.0,786.1447023609983,2023-06-02,936.8155129408908,90.7329125380988
2023-06-02 11:00:00,857.0,804.4891118197309,2023-06-02,936.8155129408908,91.4801247590008
